"X","Family","ID","Sex","Treatment","Size","Eclosion","Censored","Lifespan","Activity","Block","Assay","Trial.Date","Chamber","StartTime","Session","age_at_flight","total_distance","total_duration","total_avg_speed","total_peak_speed","marathon_flights","long_flights","medium_flights","short_flights","skip_flights","trial_length"
605,"xO","xO1","F","A",4.22,"06/03/2022",1,108,"Flight","C","2","06/05/2022","G","14:25","118",61,1835.68,2728.195003,0.672855129,1.469108231,0,0,1,7,11,14397.69007
606,"xJ","xJ5","M","A",4.056666667,"06/03/2022",1,108,"Flight","C","2","07/05/2022","B","13:24","120",62,555.28,1868.161903,0.297233339,1.049105321,0,0,1,5,1,14399.9984
607,"xBF","xBF5","F","A",4.153333333,"02/06/2022",1,107,"Flight","G","2","02/08/2022","A","09:50","150",61,6907.12,13979.66685,0.494083305,1.286559096,0,0,9,8,3,14398.81366
608,"xBB","xBB3","M","A",3.983333333,"02/06/2022",1,107,"Flight","G","2","11/08/2022","E","10:03","157",70,570.24,1013.382154,0.562709732,0.935469736,0,0,1,0,0,14399.99125
609,"xAD","xAD2","F","A",3.906666667,"15/03/2022",1,106,"Flight","E","2","21/05/2022","E","11:44","133",67,0,0,NA,NA,0,0,0,0,0,14399.9806
610,"xE","xE2","M","B",5.823333333,"28/02/2022",1,106,"Flight","B","2","30/04/2022","F","16:05","109",61,10853.92,12663.77278,0.857084234,2.191060088,0,0,6,6,9,14399.9821
611,"xF","xF3","F","A",4.043333333,"28/02/2022",1,106,"Flight","B","2","29/04/2022","F","10:03","106",60,4561.92,9220.44493,0.494761374,1.406407126,0,1,2,4,8,11811.23324
612,"xM","xM9","M","B",5.54,"06/03/2022",1,105,"Flight","C","2","10/05/2022","C","15:50","123",65,1124.64,1431.65902,0.785550179,1.57826305,0,0,1,2,1,14399.98593
613,"xM","xM12","M","B",5.4,"06/03/2022",1,105,"Flight","C","2","05/05/2022","F","12:47","116",60,76.56,283.4576347,0.270093272,1.470976519,0,0,0,1,17,14399.76396
614,"xN","xN13","F","A",4.403333333,"06/03/2022",1,105,"Flight","C","2","12/05/2022","C","09:29","125",67,8835.2,11292.56469,0.782390913,2.461867944,0,2,1,3,5,14399.10749
615,"xM","xM4","M","A",3.93,"06/03/2022",1,105,"Flight","C","2","07/05/2022","F","08:37","119",62,0,0,NA,NA,0,0,0,0,0,14399.97404
616,"xP","xP10","M","A",3.846666667,"06/03/2022",1,105,"Flight","C","2","12/05/2022","D","09:29","125",67,1277.76,5262.987144,0.242782276,1.227976779,0,0,2,15,12,14399.10749
617,"xL","xL3","M","B",5.27,"06/03/2022",1,105,"Flight","C","2","07/05/2022","B","08:37","119",62,833.36,1384.799624,0.601791036,1.332094055,0,0,1,1,6,14399.97404
618,"xT","xT3","M","B",5.406666667,"09/03/2022",1,105,"Flight","D","2","08/05/2022","E","13:00","121",60,5501.76,5290.345592,1.039962306,2.226962397,0,0,3,0,0,14399.9858
619,"xT","xT11","M","A",3.8,"09/03/2022",1,102,"Flight","D","2","11/05/2022","C","09:10","124",63,0,0,NA,NA,0,0,0,0,0,14399.99953
620,"xT","xT9","M","A",4.046666667,"09/03/2022",1,102,"Flight","D","2","11/05/2022","E","09:10","124",63,2.64,7.674032211,0.344017321,0.299225183,0,0,0,0,1,14399.99953
621,"xT","xT4","F","B",5.043333333,"09/03/2022",1,102,"Flight","D","2","08/05/2022","D","13:00","121",60,0,0,NA,NA,0,0,0,0,0,14399.9858
622,"xAW","xAW2","F","B",5.546666667,"02/06/2022",1,100,"Flight","G","2","06/08/2022","F","10:53","155",65,4702.72,5335.412612,0.881416367,1.584201165,0,0,2,2,1,14399.99203
623,"xH","xH5","M","B",5.083333333,"28/02/2022",1,100,"Flight","B","2","04/05/2022","A","09:47","114",65,0,0,NA,NA,0,0,0,0,0,14399.99773
624,"xBG","xBG12","M","B",5.6,"03/06/2022",1,99,"Flight","G","2","11/08/2022","G","10:03","157",69,937.2,1580.043339,0.593148287,1.219214811,0,0,0,9,12,14399.99125
625,"xP","xP2","M","B",4.723333333,"06/03/2022",1,97,"Flight","C","2","06/05/2022","F","14:25","118",61,3042.16,6094.640996,0.499153273,1.328203612,0,0,5,1,3,14397.69007
626,"xN","xN8","F","B",5.483333333,"06/03/2022",1,97,"Flight","C","2","05/05/2022","E","12:47","116",60,417.12,667.8422701,0.624578615,1.255300874,0,0,1,0,2,14399.76396
627,"xZ","xZ6","F","A",4.306666667,"15/03/2022",1,96,"Flight","E","2","19/05/2022","E","09:33","131",65,5976.96,9297.001735,0.642891135,1.29241688,0,0,0,57,14,14399.97326
628,"xD","xD14","F","A",4.576666667,"28/02/2022",1,96,"Flight","B","2","04/05/2022","C","09:47","114",65,168.96,692.7899561,0.243883443,2.92003655,0,0,0,3,21,14399.99773
629,"xF","xF6","F","B",4.39,"28/02/2022",1,96,"Flight","B","2","01/05/2022","F","15:10","111",62,7.92,41.93636179,0.188857585,0.247783337,0,0,0,0,2,14392.74762
630,"xBE","xBE11","M","A",4.263333333,"03/06/2022",1,95,"Flight","G","2","04/08/2022","G","08:30","154",62,8903.84,11822.73634,0.75311161,1.728071314,0,0,6,8,3,14399.99807
631,"xS","xS1","M","A",3.91,"09/03/2022",1,94,"Flight","D","2","10/05/2022","F","15:50","123",62,1534.72,3656.39266,0.419736101,1.146097146,0,0,2,9,6,14399.98593
632,"xI","xI5","M","A",4.59,"06/03/2022",1,94,"Flight","C","2","11/05/2022","F","09:10","124",66,6467.12,14090.29908,0.458976773,2.479542543,1,0,3,5,0,14399.99953
633,"xE","xE9","F","A",4.44,"28/02/2022",1,93,"Flight","B","2","29/04/2022","E","10:03","106",60,3727.68,10028.3232,0.371715184,1.419328902,0,0,4,14,19,11811.23324
634,"xE","xE1","M","B",5.613333333,"28/02/2022",1,92,"Flight","B","2","30/04/2022","G","16:05","109",61,9649.2,11128.0251,0.867108037,1.97402869,0,0,2,37,54,14399.9821
635,"xT","xT7","M","B",5.023333333,"09/03/2022",1,91,"Flight","D","2","13/05/2022","D","09:54","126",65,1437.04,2615.443346,0.549444132,1.427785756,0,0,1,5,28,12210.98491
636,"xBE","xBE14","M","A",4.133333333,"03/06/2022",1,90,"Flight","G","2","03/08/2022","A","08:34","152",61,0,0,NA,NA,0,0,0,0,0,11034.93989
637,"xN","xN4","F","B",5.473333333,"06/03/2022",1,90,"Flight","C","2","13/05/2022","E","09:54","126",68,202.4,679.434556,0.297894769,0.87091708,0,0,1,0,1,12210.98491
638,"xBC","xBC6","F","A",4.116666667,"02/06/2022",1,89,"Flight","G","2","03/08/2022","F","12:53","153",62,0,0,NA,NA,0,0,0,0,0,14399.21934
639,"xBG","xBG3","M","A",4.003333333,"02/06/2022",1,89,"Flight","G","2","04/08/2022","F","08:30","154",63,2441.12,7715.809612,0.316378983,0.903342408,0,0,4,21,6,14399.99807
640,"xAI","xAI3","F","A",4.073333333,"25/03/2022",1,89,"Flight","F","2","24/05/2022","E","13:00","134",60,7.04,38.51678514,0.182777456,0.332642318,0,0,0,0,2,14399.97837
641,"xAK","xAK4","F","A",3.91,"25/03/2022",1,89,"Flight","F","2","26/05/2022","A","09:43","135",62,10264.32,14364.26901,0.714573083,1.387747893,1,1,0,0,0,14399.98435
642,"xD","xD12","F","A",4.23,"28/02/2022",1,89,"Flight","B","2","01/05/2022","F","10:09","110",62,0,0,NA,NA,0,0,0,0,0,14399.84237
643,"xAF","xAF1","F","A",4.866666667,"15/03/2022",1,88,"Flight","E","2","21/05/2022","B","11:44","133",67,325.6,496.3623769,0.65597236,1.095175727,0,0,0,1,0,14399.9806
644,"xP","xP7","F","B",4.196666667,"06/03/2022",1,87,"Flight","C","2","12/05/2022","E","09:29","125",67,0,0,NA,NA,0,0,0,0,0,14399.10749
645,"xJ","xJ3","F","A",4.44,"06/03/2022",1,87,"Flight","C","2","10/05/2022","E","11:12","122",65,1115.84,2444.071351,0.456549683,1.106321255,0,0,0,13,9,14399.97579
646,"xL","xL8","F","A",4.096666667,"06/03/2022",1,87,"Flight","C","2","07/05/2022","E","13:24","120",62,11703.12,13871.01103,0.843710669,1.687676591,0,0,10,4,1,14399.9984
647,"xI","xI1","M","A",4.583333333,"06/03/2022",1,87,"Flight","C","2","08/05/2022","B","13:00","121",63,1022.56,3432.804547,0.297878888,1.179043154,0,0,0,12,20,14399.9858
648,"xAX","xAX8","M","A",4.196666667,"02/06/2022",1,86,"Flight","G","2","04/08/2022","A","08:30","154",63,5257.12,5551.985956,0.946890003,1.778435193,0,0,5,3,0,14399.99807
649,"xAW","xAW1","M","B",5.256666667,"02/06/2022",1,86,"Flight","G","2","06/08/2022","G","10:53","155",65,881.76,1062.549775,0.829852889,1.342730485,0,0,1,0,6,14399.99203
650,"xAH","xAH2","F","A",4.216666667,"25/03/2022",1,86,"Flight","F","2","24/05/2022","D","13:00","134",60,0,0,NA,NA,0,0,0,0,0,14399.97837
651,"xAK","xAK3","M","A",3.703333333,"25/03/2022",1,86,"Flight","F","2","29/05/2022","A","10:44","138",65,1814.56,3292.780304,0.551072295,1.073780871,0,0,1,10,7,14399.99665
652,"xE","xE3","F","B",5.683333333,"28/02/2022",1,86,"Flight","B","2","01/05/2022","A","15:10","111",62,5406.72,5647.526853,0.957360654,1.578107171,0,0,3,1,1,14392.74762
653,"xH","xH3","M","A",4.18,"28/02/2022",1,86,"Flight","B","2","29/04/2022","D","14:37","107",60,0,0,NA,NA,0,0,0,0,0,14399.1871
654,"xD","xD8","F","B",5.54,"28/02/2022",1,86,"Flight","B","2","04/05/2022","B","09:47","114",65,305.36,323.4125409,0.944181073,1.477714903,0,0,0,1,1,14399.99773
655,"xE","xE10","F","A",4.7,"28/02/2022",1,86,"Flight","B","2","29/04/2022","D","10:03","106",60,1254,3277.154015,0.38264909,1.529203291,0,0,1,4,18,11811.23324
656,"xH","xH11","M","B",4.993333333,"28/02/2022",1,86,"Flight","B","2","30/04/2022","C","10:30","108",61,516.56,746.4255996,0.692044861,2.4061463,0,0,0,2,12,14399.98284
657,"xBK","xBK7","M","B",3.563333333,"03/06/2022",1,85,"Flight","G","2","06/08/2022","B","10:53","155",64,743.6,2195.060245,0.338760634,1.242020311,0,0,0,10,5,14399.99203
658,"xAY","xAY1","M","A",4.273333333,"03/06/2022",1,85,"Flight","G","2","11/08/2022","C","10:03","157",69,10.56,35.8885901,0.294243936,2.399192631,0,0,0,0,3,14399.99125
659,"xAD","xAD1","M","A",4.193333333,"15/03/2022",1,85,"Flight","E","2","18/05/2022","B","09:01","130",64,328.24,823.1763504,0.398748093,1.267001693,0,0,1,1,1,14399.98884
660,"xZ","xZ5","M","A",4.393333333,"15/03/2022",1,85,"Flight","E","2","14/05/2022","D","14:20","128",60,0,0,NA,NA,0,0,0,0,0,14399.99611
661,"xBD","xBD1","M","A",4.1,"02/06/2022",1,83,"Flight","G","2","11/08/2022","D","10:03","157",70,0,0,NA,NA,0,0,0,0,0,14399.99125
662,"xBA","xBA3","F","A",3.823333333,"02/06/2022",1,83,"Flight","G","2","11/08/2022","B","10:03","157",70,0,0,NA,NA,0,0,0,0,0,14399.99125
663,"xM","xM1","F","A",3.873333333,"06/03/2022",1,83,"Flight","C","2","07/05/2022","C","13:24","120",62,2112.88,5072.87558,0.416505386,0.740693939,0,1,0,5,2,14399.9984
664,"xO","xO8","M","B",5.473333333,"06/03/2022",1,83,"Flight","C","2","05/05/2022","C","12:47","116",60,8935.52,10429.05558,0.856790908,1.974648615,0,1,2,1,0,14399.76396
665,"xBK","xBK3","M","B",3.596666667,"03/06/2022",1,82,"Flight","G","2","10/08/2022","E","13:38","156",68,6899.2,10168.12435,0.678512552,1.472438272,0,0,7,7,7,14399.99239
666,"xBB","xBB4","M","B",4.79,"03/06/2022",1,82,"Flight","G","2","02/08/2022","E","14:32","151",60,5821.2,7227.235611,0.805453193,1.760521318,0,0,5,10,6,14399.98606
667,"xAH","xAH5","F","A",4.083333333,"25/03/2022",1,82,"Flight","F","2","29/05/2022","B","10:44","138",65,0,0,NA,NA,0,0,0,0,0,14399.99665
668,"xAH","xAH4","M","A",3.81,"25/03/2022",1,82,"Flight","F","2","29/05/2022","C","10:44","138",65,2.64,7.736624002,0.341234109,0.463984513,0,0,0,0,1,14399.99665
669,"xAG","xAG1","M","A",4.166666667,"25/03/2022",1,82,"Flight","F","2","27/05/2022","D","12:44","136",63,1427.36,4438.557394,0.321581963,1.24840736,0,0,1,16,21,14399.99164
670,"xAJ","xAJ5","F","A",4.166666667,"25/03/2022",1,82,"Flight","F","2","24/05/2022","B","13:00","134",60,1165.12,4422.378192,0.263460055,2.568000779,0,0,0,20,13,14399.97837
671,"xH","xH2","F","A",4.253333333,"28/02/2022",1,82,"Flight","B","2","29/04/2022","E","14:37","107",60,2698.08,2940.685864,0.917500245,1.878567825,0,0,1,0,0,14399.1871
672,"xAA","xAA7","F","B",5.283333333,"15/03/2022",1,81,"Flight","E","2","19/05/2022","A","09:33","131",65,651.2,964.1043484,0.675445558,1.937796837,0,0,1,1,8,14399.97326
673,"xAD","xAD3","F","A",4.063333333,"15/03/2022",1,81,"Flight","E","2","14/05/2022","C","08:50","127",60,442.64,1420.721302,0.31156005,2.61308111,0,0,1,0,9,14399.99107
674,"xZ","xZ7","F","A",4.603333333,"15/03/2022",1,81,"Flight","E","2","19/05/2022","D","09:33","131",65,4131.6,6483.306509,0.637267418,1.882847573,0,0,4,13,16,14399.97326
675,"xAH","xAH10","M","B",5.363333333,"27/03/2022",1,80,"Flight","F","2","28/05/2022","E","10:24","137",62,0,0,NA,NA,0,0,0,0,0,14399.99462
676,"xO","xO4","M","B",5.24,"06/03/2022",1,80,"Flight","C","2","07/05/2022","C","08:37","119",62,8242.96,8481.093832,0.971921802,2.999849251,0,1,2,6,18,14399.97404
677,"xP","xP9","F","B",4.176666667,"06/03/2022",1,80,"Flight","C","2","13/05/2022","B","09:54","126",68,83.6,532.5469112,0.156981476,0.581437986,0,0,0,2,8,12210.98491
678,"xI","xI3","M","A",4.413333333,"06/03/2022",1,80,"Flight","C","2","10/05/2022","B","15:50","123",65,686.4,1419.937885,0.483401427,1.199367501,0,0,1,2,2,14399.98593
679,"xBH","xBH4","M","A",3.813333333,"02/06/2022",1,79,"Flight","G","2","10/08/2022","F","13:38","156",69,1268.96,4965.641691,0.25554804,1.171718264,0,0,1,14,4,14399.99239
680,"xAI","xAI17","M","B",5.283333333,"27/03/2022",1,79,"Flight","F","2","29/05/2022","D","10:44","138",63,7615.52,10097.76165,0.754179022,2.829227467,0,0,1,52,21,14399.99665
681,"xAF","xAF7","M","B",5.66,"17/03/2022",1,79,"Flight","E","2","20/05/2022","F","12:53","132",64,0,0,NA,NA,0,0,0,0,0,14399.98743
682,"xBK","xBK4","F","B",3.85,"03/06/2022",1,78,"Flight","G","2","10/08/2022","B","13:38","156",68,2.64,6.739730835,0.391707038,0.390066257,0,0,0,0,1,14399.99239
683,"xAG","xAG3","M","A",4.166666667,"25/03/2022",1,78,"Flight","F","2","26/05/2022","C","09:43","135",62,24.64,117.6311028,0.209468409,0.414879269,0,0,0,0,6,14399.98435
684,"xAK","xAK8","F","A",4.146666667,"25/03/2022",1,78,"Flight","F","2","24/05/2022","F","13:00","134",60,0,0,NA,NA,0,0,0,0,0,14399.97837
685,"xAJ","xAJ6","F","A",4.146666667,"25/03/2022",1,78,"Flight","F","2","24/05/2022","A","13:00","134",60,41.36,84.49184799,0.489514681,1.024166789,0,0,0,1,0,14399.97837
686,"xAH","xAH1","M","A",3.796666667,"25/03/2022",1,78,"Flight","F","2","26/05/2022","E","09:43","135",62,782.32,1016.301843,0.769771309,1.456203868,0,0,0,4,6,14399.98435
687,"xAK","xAK1","M","A",3.72,"25/03/2022",1,78,"Flight","F","2","24/05/2022","G","13:00","134",60,419.76,1066.539675,0.393571857,1.215427626,0,0,0,2,10,14399.97837
688,"xZ","xZ1","F","B",5.053333333,"15/03/2022",1,78,"Flight","E","2","17/05/2022","E","","129",63,5185.84,7593.743709,0.682909537,1.5125814,0,0,3,27,30,14399.99257
689,"xT","xT5","M","B",5.25,"09/03/2022",1,77,"Flight","D","2","10/05/2022","G","11:12","122",62,280.72,326.5788989,0.859577887,1.397067292,0,0,0,1,2,14399.97579
690,"xT","xT2","F","B",5.296666667,"09/03/2022",1,77,"Flight","D","2","12/05/2022","A","09:29","125",64,2764.96,3415.912604,0.809435229,1.474375703,0,0,2,0,4,14399.10749
691,"xAK","xAK13","M","B",5.243333333,"27/03/2022",1,76,"Flight","F","2","27/05/2022","E","12:44","136",61,6988.08,11051.06656,0.632344395,1.772057057,0,0,8,16,10,14399.99164
692,"xN","xN12","M","A",4.423333333,"06/03/2022",1,76,"Flight","C","2","05/05/2022","D","12:47","116",60,3633.52,6585.503956,0.55174517,1.30224707,0,0,5,6,34,14399.76396
693,"xP","xP3","F","B",4.006666667,"06/03/2022",1,76,"Flight","C","2","06/05/2022","D","14:25","118",61,20.24,105.0223064,0.192720963,0.60764538,0,0,0,1,2,14397.69007
694,"xAX","xAX3","F","A",4.33,"02/06/2022",1,75,"Flight","G","2","02/08/2022","E","09:50","150",61,0,0,NA,NA,0,0,0,0,0,14398.81366
695,"xBI","xBI6","F","A",4.56,"02/06/2022",1,75,"Flight","G","2","03/08/2022","C","12:53","153",62,4972.88,11110.99609,0.447563833,1.288965503,0,2,2,2,0,14399.21934
696,"xAI","xAI4","M","A",4.186666667,"25/03/2022",1,75,"Flight","F","2","29/05/2022","F","10:44","138",65,3950.32,6494.39548,0.608266006,1.447594252,0,0,4,2,0,14399.99665
697,"xF","xF1","M","A",4.093333333,"28/02/2022",1,75,"Flight","B","2","01/05/2022","C","15:10","111",62,951.28,1369.024954,0.694859504,2.558399439,0,0,1,0,1,14392.74762
698,"xF","xF2","F","A",3.79,"28/02/2022",1,75,"Flight","B","2","29/04/2022","G","10:03","106",60,0,0,NA,NA,0,0,0,0,0,11811.23324
699,"xH","xH6","F","B",5.043333333,"28/02/2022",1,75,"Flight","B","2","04/05/2022","G","09:47","114",65,0,0,NA,NA,0,0,0,0,0,14399.99773
700,"xBG","xBG11","F","B",5.293333333,"03/06/2022",1,74,"Flight","G","2","02/08/2022","A","14:32","151",60,1614.8,2418.333497,0.667732553,1.596316704,0,0,0,7,7,14399.98606
701,"xBJ","xBJ4","M","A",4.726666667,"03/06/2022",1,74,"Flight","G","2","03/08/2022","D","12:53","153",61,10246.72,11951.21947,0.857378616,1.745217077,0,1,5,1,2,14399.21934
702,"xAF","xAF4","M","A",4.826666667,"15/03/2022",1,74,"Flight","E","2","17/05/2022","G","","129",63,182.16,160.3366089,1.136109846,1.605783241,0,0,0,1,0,14399.99257
703,"xBH","xBH3","F","A",3.8,"02/06/2022",1,72,"Flight","G","2","06/08/2022","D","10:53","155",65,0,0,NA,NA,0,0,0,0,0,14399.99203
704,"xBH","xBH1","M","A",3.84,"02/06/2022",1,72,"Flight","G","2","02/08/2022","B","09:50","150",61,851.84,1452.671988,0.586395282,1.416325255,0,0,1,5,0,14398.81366
705,"xBI","xBI1","M","A",3.686666667,"02/06/2022",1,72,"Flight","G","2","10/08/2022","A","13:38","156",69,0,0,NA,NA,0,0,0,0,0,14399.99239
706,"xAW","xAW7","M","A",4.503333333,"02/06/2022",1,72,"Flight","G","2","03/08/2022","F","08:34","152",62,2.64,8.133368015,0.32458878,0.630477304,0,0,0,0,1,11034.93989
707,"xBK","xBK10","F","A",5.116666667,"02/06/2022",1,72,"Flight","G","2","02/08/2022","G","09:50","150",61,1395.68,2287.152215,0.61022611,1.336027666,0,0,2,2,2,14398.81366
708,"xBK","xBK9","F","A",4.85,"02/06/2022",1,72,"Flight","G","2","02/08/2022","G","14:32","151",61,16707.68,14364.70071,1.163106725,2.027649698,1,1,1,0,0,14399.98606
709,"xL","xL9","F","A",4.16,"06/03/2022",1,72,"Flight","C","2","07/05/2022","F","13:24","120",62,8338.88,14270.83241,0.584330315,1.178021861,1,0,3,3,0,14399.9984
710,"xBJ","xBJ5","F","A",4.693333333,"03/06/2022",1,71,"Flight","G","2","04/08/2022","E","08:30","154",62,4025.12,4689.416149,0.858341395,1.611993306,0,0,2,0,0,14399.99807
711,"xBI","xBI12","F","B",5.203333333,"03/06/2022",1,71,"Flight","G","2","11/08/2022","F","10:03","157",69,0,0,NA,NA,0,0,0,0,0,14399.99125
712,"xAZ","xAZ7","M","A",4.366666667,"03/06/2022",1,71,"Flight","G","2","03/08/2022","E","08:34","152",61,0,0,NA,NA,0,0,0,0,0,11034.93989
713,"xBK","xBK2","F","B",4.12,"03/06/2022",1,71,"Flight","G","2","06/08/2022","E","10:53","155",64,0,0,NA,NA,0,0,0,0,0,14399.99203
714,"xAI","xAI2","M","A",4.133333333,"25/03/2022",1,71,"Flight","F","2","27/05/2022","G","12:44","136",63,212.08,372.8304009,0.568837733,1.292703405,0,0,0,2,0,14399.99164
715,"xZ","xZ2","F","B",5.096666667,"15/03/2022",1,71,"Flight","E","2","14/05/2022","A","08:50","127",60,1669.36,2162.14546,0.772084964,1.508616646,0,0,2,4,4,14399.99107
716,"xAI","xAI7","F","A",4.006666667,"25/03/2022",1,71,"Flight","F","2","28/05/2022","D","10:24","137",64,187.44,1009.817446,0.185617708,1.04134986,0,0,0,3,33,14399.99462
717,"xBF","xBF1","F","A",4.163333333,"02/06/2022",1,70,"Flight","G","2","10/08/2022","G","13:38","156",69,0,0,NA,NA,0,0,0,0,0,14399.99239
718,"xL","xL6","F","B",4.933333333,"06/03/2022",1,69,"Flight","C","2","06/05/2022","A","09:47","117",61,26.4,130.8343973,0.201781799,0.433382662,0,0,0,1,3,14398.84561
719,"xAX","xAX9","M","A",4.193333333,"02/06/2022",1,68,"Flight","G","2","06/08/2022","A","10:53","155",65,0,0,NA,NA,0,0,0,0,0,14399.99203
720,"xD","xD4","F","B",5.253333333,"28/02/2022",1,68,"Flight","B","2","29/04/2022","C","14:37","107",60,0,0,NA,NA,0,0,0,0,0,14399.1871
721,"xBE","xBE8","F","B",5.066666667,"03/06/2022",1,67,"Flight","G","2","02/08/2022","D","09:50","150",60,0,0,NA,NA,0,0,0,0,0,14398.81366
722,"xAJ","xAJ3","F","A",3.793333333,"25/03/2022",1,67,"Flight","F","2","27/05/2022","B","12:44","136",63,14.96,56.58816719,0.264366223,0.640232351,0,0,0,0,2,14399.99164
723,"xAH","xAH3","F","A",4.013333333,"25/03/2022",1,67,"Flight","F","2","28/05/2022","F","10:24","137",64,256.08,680.8073821,0.376141632,0.897313864,0,0,0,4,0,14399.99462
724,"xAD","xAD10","F","B",5.416666667,"15/03/2022",1,67,"Flight","E","2","14/05/2022","B","08:50","127",60,1264.56,1626.936844,0.777264345,1.51405687,0,0,1,6,2,14399.99107
725,"xO","xO3","F","A",4.2,"06/03/2022",1,66,"Flight","C","2","07/05/2022","D","08:37","119",62,0,0,NA,NA,0,0,0,0,0,14399.97404
726,"xP","xP6","F","B",4.333333333,"06/03/2022",1,66,"Flight","C","2","10/05/2022","C","11:12","122",65,8627.52,11872.93574,0.726654316,1.836554332,1,0,1,0,0,14399.97579
727,"xBG","xBG2","F","A",4.433333333,"02/06/2022",1,65,"Flight","G","2","04/08/2022","B","08:30","154",63,0,0,NA,NA,0,0,0,0,0,14399.99807
728,"xBG","xBG8","F","A",4.306666667,"02/06/2022",1,65,"Flight","G","2","03/08/2022","D","08:34","152",62,0,0,NA,NA,0,0,0,0,0,11034.93989
729,"xBI","xBI4","F","A",4.41,"02/06/2022",1,65,"Flight","G","2","03/08/2022","G","12:53","153",62,0,0,NA,NA,0,0,0,0,0,14399.21934
730,"xAG","xAG13","F","B",5.556666667,"27/03/2022",1,65,"Flight","F","2","28/05/2022","B","10:24","137",62,0,0,NA,NA,0,0,0,0,0,14399.99462
731,"xL","xL7","M","A",4.143333333,"06/03/2022",0,65,"Flight","C","2","10/05/2022","F","11:12","122",65,0,0,NA,NA,0,0,0,0,0,14399.97579
732,"xG","xG1","M","B",5.43,"28/02/2022",1,65,"Flight","B","2","30/04/2022","E","10:30","108",61,0,0,NA,NA,0,0,0,0,0,14399.98284
733,"xD","xD13","M","A",4.466666667,"28/02/2022",1,65,"Flight","B","2","03/05/2022","E","15:22","113",64,11.44,50.32812309,0.227308298,0.898917696,0,0,0,0,3,14399.98962
734,"xBI","xBI9","M","B",5.396666667,"03/06/2022",1,64,"Flight","G","2","03/08/2022","E","12:53","153",61,0,0,NA,NA,0,0,0,0,0,14399.21934
735,"xBG","xBG9","M","B",5.65,"03/06/2022",1,64,"Flight","G","2","02/08/2022","C","09:50","150",60,0,0,NA,NA,0,0,0,0,0,14398.81366
736,"xBD","xBD8","M","B",5.076666667,"03/06/2022",1,64,"Flight","G","2","04/08/2022","D","08:30","154",62,1242.56,1737.311906,0.715219873,1.406359433,0,0,0,5,0,14399.99807
737,"xBJ","xBJ11","M","B",5.193333333,"03/06/2022",1,64,"Flight","G","2","03/08/2022","B","08:34","152",61,0,0,NA,NA,0,0,0,0,0,11034.93989
738,"xBJ","xBJ2","F","A",4.26,"03/06/2022",1,64,"Flight","G","2","03/08/2022","G","08:34","152",61,0,0,NA,NA,0,0,0,0,0,11034.93989
739,"xAG","xAG5","M","A",4.16,"25/03/2022",1,64,"Flight","F","2","28/05/2022","A","10:24","137",64,0,0,NA,NA,0,0,0,0,0,14399.99462
740,"xAA","xAA8","F","B",5.406666667,"15/03/2022",1,63,"Flight","E","2","14/05/2022","G","14:20","128",60,0,0,NA,NA,0,0,0,0,0,14399.99611
741,"xP","xP5","F","B",5.096666667,"06/03/2022",1,63,"Flight","C","2","08/05/2022","A","13:00","121",63,0,0,NA,NA,0,0,0,0,0,14399.9858
742,"xAK","xAK16","F","B",5.436666667,"27/03/2022",1,62,"Flight","F","2","27/05/2022","E","12:44","136",61,6988.08,11051.06656,0.632344395,1.772057057,0,0,8,16,10,14399.99164
743,"xAH","xAH16","M","B",4.463333333,"27/03/2022",1,62,"Flight","F","2","26/05/2022","G","09:43","135",60,2.64,14.8227129,0.178105049,0.123530167,0,0,0,0,1,14399.98435
744,"xF","xF7","F","B",5.06,"28/02/2022",1,62,"Flight","B","2","29/04/2022","C","10:03","106",60,0,0,NA,NA,0,0,0,0,0,11811.23324
745,"xAI","xAI11","M","B",5.263333333,"27/03/2022",1,59,"Flight","F","2","28/05/2022","C","10:24","137",62,2899.6,6585.695349,0.4402876,1.473656365,0,0,6,10,5,14399.99462
746,"xJ","xJ14","M","B",5.366666667,"06/03/2022",0,48,"Flight","C","2","05/05/2022","G","12:47","116",60,0,0,NA,NA,0,0,0,0,0,14399.76396
747,"xBF","xBF3","F","A",4.073333333,"02/06/2022",1,45,"Flight","G","2","06/08/2022","C","10:53","155",65,0,0,NA,NA,0,0,0,0,0,14399.99203
748,"xD","xD6","F","B",5.356666667,"28/02/2022",0,36,"Flight","B","2","04/05/2022","D","15:47","115",65,9354.4,9763.372051,0.958111598,1.740723117,1,0,0,0,0,14399.15333
749,"xI","xI12","M","B",5.44,"06/03/2022",1,171,"Flight","C","3","08/06/2022","F","14:49","209",94,1522.4,1776.845098,0.856799505,2.077886685,0,0,1,0,1,14399.20788
750,"xE","xE5","M","B",5.733333333,"28/02/2022",1,159,"Flight","B","3","03/06/2022","C","13:01","204",95,0,0,NA,NA,0,0,0,0,0,14399.99981
751,"xG","xG3","F","B",4.936666667,"28/02/2022",1,159,"Flight","B","3","02/06/2022","F","","202",94,10643.6,13779.94737,0.772397725,1.333444431,1,0,0,0,0,14399.98785
752,"xG","xG6","F","A",3.906666667,"28/02/2022",1,155,"Flight","B","3","02/06/2022","C","","202",94,3419.68,14123.67888,0.242123885,0.429609259,0,1,6,7,2,14399.98785
753,"xG","xG7","M","B",5.4,"02/03/2022",1,153,"Flight","C","3","01/06/2022","G","","201",91,0,0,NA,NA,0,0,0,0,0,14398.78049
